0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 252,152,56,255 0,0,0,0 128,208,16,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 128,208,16,255 0,0,0,0 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 252,152,56,255 0,0,0,0 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 0,0,0,0 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 252,152,56,255 252,152,56,255 200,76,12,255 252,152,56,255 128,208,16,255 252,152,56,255 252,152,56,255 128,208,16,255 252,152,56,255 200,76,12,255 252,152,56,255 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 252,152,56,255 252,152,56,255 200,76,12,255 252,152,56,255 200,76,12,255 252,152,56,255 252,152,56,255 200,76,12,255 252,152,56,255 200,76,12,255 252,152,56,255 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 0,0,0,0 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 200,76,12,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 128,208,16,255 252,152,56,255 252,152,56,255 200,76,12,255 200,76,12,255 252,152,56,255 252,152,56,255 128,208,16,255 200,76,12,255 200,76,12,255 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 252,152,56,255 252,152,56,255 252,152,56,255 128,208,16,255 128,208,16,255 128,208,16,255 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 200,76,12,255 200,76,12,255 252,152,56,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 128,208,16,255 252,152,56,255 0,0,0,0 0,0,0,0
0,0,0,0 200,76,12,255 252,152,56,255 252,152,56,255 252,152,56,255 200,76,12,255 200,76,12,255 252,152,56,255 200,76,12,255 200,76,12,255 128,208,16,255 128,208,16,255 200,76,12,255 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 200,76,12,255 200,76,12,255 252,152,56,255 200,76,12,255 200,76,12,255 200,76,12,255 252,152,56,255 128,208,16,255 200,76,12,255 200,76,12,255 200,76,12,255 128,208,16,255 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 200,76,12,255 200,76,12,255 252,152,56,255 200,76,12,255 200,76,12,255 200,76,12,255 252,152,56,255 200,76,12,255 200,76,12,255 128,208,16,255 128,208,16,255 128,208,16,255 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 200,76,12,255 252,152,56,255 128,208,16,255 128,208,16,255 128,208,16,255 200,76,12,255 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 252,152,56,255 0,0,0,0 0,0,0,0 200,76,12,255 200,76,12,255 200,76,12,255 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0
0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0 200,76,12,255 200,76,12,255 200,76,12,255 0,0,0,0 0,0,0,0 0,0,0,0 0,0,0,0
